Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1,Brenden Aaronson,us USA,"FW,MF",Leeds United,25-080,2000,20,14,1245,13.8,4,3,7,4,0,0,1,0,2.9,2.9,2.8,5.7,29,39,88,0.29,0.22,0.51,0.29,0.51,0.21,0.20,0.41,0.21,0.41,Matches
2,Zach Abbott,eng ENG,DF,Nott'ham Forest,19-242,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Joshua Acheampong,eng ENG,DF,Chelsea,19-250,2006,8,6,470,5.2,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,5,13,4,0.19,0.00,0.19,0.19,0.19,0.12,0.01,0.13,0.12,0.13,Matches
4,Tyler Adams,us USA,MF,Bournemouth,26-330,1999,15,15,1195,13.3,2,1,3,2,0,0,5,0,0.5,0.5,0.1,0.5,12,61,7,0.15,0.08,0.23,0.15,0.23,0.03,0.01,0.04,0.03,0.04,Matches
5,Tosin Adarabioyo,eng ENG,DF,Chelsea,28-108,1997,10,6,651,7.2,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,3,21,0,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.11,0.01,0.11,Matches
6,Simon Adingra,ci CIV,"FW,MF",Sunderland,24-009,2002,14,9,653,7.3,1,0,1,1,0,0,2,0,0.3,0.3,0.9,1.2,25,8,67,0.14,0.00,0.14,0.14,0.14,0.05,0.12,0.17,0.05,0.17,Matches
7,Amine Adli,ma MAR,"FW,MF",Bournemouth,25-245,2000,17,3,442,4.9,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.4,11,19,37,0.20,0.00,0.20,0.20,0.20,0.20,0.09,0.30,0.20,0.30,Matches
8,Emmanuel Agbadou,ci CIV,DF,Wolves,28-207,1997,13,11,1011,11.2,0,0,0,0,0,0,1,1,0.5,0.5,0.2,0.6,5,37,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
9,Nayef Aguerd,ma MAR,DF,West Ham,29-286,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
10,Ola Aina,ng NGA,DF,Nott'ham Forest,29-094,1996,5,5,428,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,6,16,12,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
11,Rayan Aït-Nouri,dz ALG,DF,Manchester City,24-218,2001,5,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,7,7,8,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
12,Kristoffer Ajer,no NOR,DF,Brentford,27-268,1998,15,11,973,10.8,0,1,1,0,0,0,1,0,0.7,0.7,0.7,1.4,8,27,10,0.00,0.09,0.09,0.00,0.09,0.07,0.07,0.13,0.07,0.13,Matches
13,Nathan Aké,nl NED,DF,Manchester City,30-326,1995,11,3,401,4.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,6,26,3,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
14,Carlos Alcaraz,ar ARG,"MF,FW",Everton,23-041,2002,15,6,663,7.4,0,1,1,0,0,0,3,0,1.1,1.1,0.8,2.0,8,21,26,0.00,0.14,0.14,0.00,0.14,0.15,0.11,0.27,0.15,0.27,Matches
15,Omar Alderete,py PAR,DF,Sunderland,29-015,1996,17,16,1470,16.3,1,1,2,1,0,0,3,0,1.2,1.2,0.1,1.3,15,60,4,0.06,0.06,0.12,0.06,0.12,0.07,0.01,0.08,0.07,0.08,Matches
16,Alisson,br BRA,GK,Liverpool,33-100,1992,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
17,Max Alleyne,eng ENG,DF,Manchester City,20-173,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,Matches
18,Jaydon Amauri Banel,nl NED,MF,Burnley,21-083,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
19,Ethan Ampadu,wls WAL,MF,Leeds United,25-118,2000,18,18,1589,17.7,1,0,1,1,0,0,6,0,1.6,1.6,0.1,1.8,21,68,17,0.06,0.00,0.06,0.06,0.06,0.09,0.01,0.10,0.09,0.10,Matches
20,Joachim Andersen,dk DEN,DF,Fulham,29-224,1996,20,20,1751,19.5,0,0,0,0,0,0,4,0,0.8,0.8,0.8,1.6,10,86,5,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
21,Elliot Anderson,eng ENG,MF,Nott'ham Forest,23-065,2002,21,21,1890,21.0,1,2,3,0,1,1,4,0,1.8,1.0,2.2,3.2,29,177,56,0.05,0.10,0.14,0.00,0.10,0.08,0.11,0.19,0.05,0.15,Matches
22,André,br BRA,MF,Wolves,24-178,2001,20,15,1425,15.8,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,11,58,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
23,Jaidon Anthony,eng ENG,"MF,FW",Burnley,26-040,1999,20,15,1256,14.0,5,1,6,5,0,0,3,0,2.5,2.5,0.6,3.1,27,19,72,0.36,0.07,0.43,0.36,0.43,0.18,0.05,0.22,0.18,0.22,Matches
24,Alphonse Areola,fr FRA,GK,West Ham,32-317,1993,17,17,1530,17.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,Matches
25,Jhon Arias,co COL,"FW,MF",Wolves,28-111,1997,20,13,1048,11.6,1,0,1,1,0,0,1,0,3.3,3.3,0.6,3.9,19,33,45,0.09,0.00,0.09,0.09,0.09,0.28,0.05,0.33,0.28,0.33,Matches
26,Harrison Armstrong,eng ENG,MF,Everton,18-356,2007,3,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
27,Tolu Arokodare,ng NGA,FW,Wolves,25-048,2000,17,7,673,7.5,1,0,1,1,0,0,1,0,1.5,1.5,0.6,2.1,9,6,28,0.13,0.00,0.13,0.13,0.13,0.20,0.08,0.28,0.20,0.28,Matches
28,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,28-151,1997,7,1,187,2.1,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,1,1,9,0.00,0.00,0.00,0.00,0.00,0.22,0.20,0.42,0.22,0.42,Matches
29,Yasin Ayari,se SWE,MF,Brighton,22-096,2003,19,16,1521,16.9,2,1,3,2,0,0,0,0,2.4,2.4,0.9,3.3,13,52,24,0.12,0.06,0.18,0.12,0.18,0.14,0.05,0.20,0.14,0.20,Matches
30,Benoît Badiashile,fr FRA,DF,Chelsea,24-290,2001,6,4,336,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31,Dilane Bakwa,fr FRA,FW,Nott'ham Forest,23-137,2002,8,3,303,3.4,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.3,12,12,38,0.00,0.30,0.30,0.00,0.30,0.12,0.27,0.39,0.12,0.39,Matches
32,Carlos Baleba,cm CMR,MF,Brighton,22-007,2004,16,14,896,10.0,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,10,24,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
33,Daniel Ballard,nir NIR,DF,Sunderland,26-110,1999,17,13,1225,13.6,2,0,2,2,0,0,2,0,1.4,1.4,0.7,2.1,6,34,4,0.15,0.00,0.15,0.15,0.15,0.10,0.05,0.16,0.10,0.16,Matches
34,Ross Barkley,eng ENG,MF,Aston Villa,32-036,1993,7,0,121,1.3,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,5,9,4,0.74,0.00,0.74,0.74,0.74,0.29,0.37,0.65,0.29,0.65,Matches
35,Ashley Barnes,eng ENG,FW,Burnley,36-072,1989,2,0,11,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,Matches
36,Harvey Barnes,eng ENG,FW,Newcastle Utd,28-032,1997,20,9,951,10.6,5,0,5,5,0,0,0,0,4.5,4.5,1.4,5.9,38,34,106,0.47,0.00,0.47,0.47,0.47,0.43,0.13,0.56,0.43,0.56,Matches
37,Thierno Barry,fr FRA,FW,Everton,23-081,2002,21,13,1105,12.3,3,0,3,3,0,0,2,0,3.5,3.5,0.4,3.9,9,8,60,0.24,0.00,0.24,0.24,0.24,0.28,0.03,0.32,0.28,0.32,Matches
38,Calvin Bassey,ng NGA,DF,Fulham,26-010,1999,16,15,1359,15.1,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,19,51,4,0.07,0.00,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches
39,Altay Bayındır,tr TUR,GK,Manchester Utd,27-271,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
40,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,27-197,1998,14,9,689,7.7,1,0,1,1,0,0,1,0,0.8,0.8,0.4,1.2,26,40,22,0.13,0.00,0.13,0.13,0.13,0.11,0.05,0.16,0.11,0.16,Matches
41,Rodrigo Bentancur,uy URU,MF,Tottenham,28-199,1997,20,17,1410,15.7,1,1,2,1,0,0,5,0,0.5,0.5,0.8,1.2,11,41,19,0.06,0.06,0.13,0.06,0.13,0.03,0.05,0.08,0.03,0.08,Matches
42,Sander Berge,no NOR,MF,Fulham,27-330,1998,21,20,1722,19.1,0,1,1,0,0,0,3,0,0.6,0.6,1.5,2.2,32,111,16,0.00,0.05,0.05,0.00,0.05,0.03,0.08,0.11,0.03,0.11,Matches
43,Lucas Bergvall,se SWE,"MF,FW",Tottenham,19-342,2006,16,10,804,8.9,1,2,3,1,0,0,2,0,0.9,0.9,0.3,1.2,13,33,35,0.11,0.22,0.34,0.11,0.34,0.10,0.03,0.13,0.10,0.13,Matches
44,Beto,gw GNB,FW,Everton,27-344,1998,21,8,835,9.3,2,0,2,2,0,0,1,0,4.7,4.7,0.4,5.1,5,2,32,0.22,0.00,0.22,0.22,0.22,0.50,0.04,0.55,0.50,0.55,Matches
45,Jaka Bijol,si SVN,DF,Leeds United,26-339,1999,12,11,982,10.9,1,1,2,1,0,0,1,0,0.5,0.5,0.5,1.0,6,25,3,0.09,0.09,0.18,0.09,0.18,0.04,0.05,0.09,0.04,0.09,Matches
46,Marco Bizot,nl NED,GK,Aston Villa,34-306,1991,5,4,405,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
47,Oscar Bobb,no NOR,"MF,FW",Manchester City,22-182,2003,9,5,468,5.2,0,1,1,0,0,0,1,0,0.4,0.4,0.7,1.1,17,18,55,0.00,0.19,0.19,0.00,0.19,0.08,0.13,0.21,0.08,0.21,Matches
48,Lamare Bogarde,nl NED,"MF,DF",Aston Villa,22-005,2004,16,4,440,4.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,5,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
49,Jayden Bogle,eng ENG,DF,Leeds United,25-167,2000,19,18,1580,17.6,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.8,32,49,65,0.00,0.06,0.06,0.00,0.06,0.07,0.04,0.10,0.07,0.10,Matches
50,Sebastiaan Bornauw,be BEL,DF,Leeds United,26-294,1999,5,2,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
51,Olivier Boscagli,fr FRA,DF,Brighton,28-053,1997,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,14,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
52,Sven Botman,nl NED,DF,Newcastle Utd,25-363,2000,11,8,701,7.8,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,1,23,3,0.00,0.13,0.13,0.00,0.13,0.03,0.08,0.12,0.03,0.12,Matches
53,Jarrod Bowen,eng ENG,"FW,MF",West Ham,29-021,1996,21,21,1890,21.0,6,1,7,6,0,0,2,0,4.7,4.7,2.0,6.7,68,43,151,0.29,0.05,0.33,0.29,0.33,0.23,0.09,0.32,0.23,0.32,Matches
54,Conor Bradley,nir NIR,DF,Liverpool,22-185,2003,15,12,929,10.3,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.3,25,44,47,0.00,0.10,0.10,0.00,0.10,0.02,0.10,0.13,0.02,0.13,Matches
55,Brian Brobbey,nl NED,FW,Sunderland,23-343,2002,16,7,707,7.9,3,1,4,3,0,0,1,0,1.9,1.9,0.2,2.1,3,9,28,0.38,0.13,0.51,0.38,0.51,0.24,0.02,0.26,0.24,0.26,Matches
56,Armando Broja,al ALB,FW,Burnley,24-122,2001,15,6,635,7.1,1,1,2,1,0,0,0,0,1.9,1.9,0.3,2.2,14,6,32,0.14,0.14,0.28,0.14,0.28,0.27,0.04,0.32,0.27,0.32,Matches
57,David Brooks,wls WAL,"FW,MF",Bournemouth,28-186,1997,19,11,937,10.4,1,2,3,1,0,0,6,0,4.3,4.3,2.6,6.8,30,37,93,0.10,0.19,0.29,0.10,0.29,0.41,0.25,0.66,0.41,0.66,Matches
58,Jacob Bruun Larsen,dk DEN,"FW,MF",Burnley,27-113,1998,18,9,861,9.6,0,1,1,0,0,0,0,0,1.2,1.2,1.4,2.6,16,22,61,0.00,0.10,0.10,0.00,0.10,0.12,0.14,0.27,0.12,0.27,Matches
59,Emi Buendía,ar ARG,"MF,FW",Aston Villa,29-016,1996,19,9,769,8.5,4,2,6,4,0,0,2,0,1.8,1.8,1.4,3.3,19,39,37,0.47,0.23,0.70,0.47,0.70,0.21,0.17,0.38,0.21,0.38,Matches
60,Hugo Bueno,es ESP,"DF,MF",Wolves,23-114,2002,18,12,1163,12.9,0,1,1,0,0,0,1,0,0.4,0.4,1.3,1.7,46,32,70,0.00,0.08,0.08,0.00,0.08,0.03,0.10,0.13,0.03,0.13,Matches
61,Santiago Bueno,uy URU,DF,Wolves,27-062,1998,12,11,1025,11.4,2,0,2,2,0,0,2,0,1.6,1.6,0.1,1.6,4,30,1,0.18,0.00,0.18,0.18,0.18,0.14,0.01,0.14,0.14,0.14,Matches
62,Facundo Buonanotte,ar ARG,MF,Chelsea,21-018,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.51,0.00,0.51,Matches
63,Dan Burn,eng ENG,DF,Newcastle Utd,33-246,1992,15,15,1255,13.9,0,2,2,0,0,0,5,1,0.1,0.1,0.3,0.4,5,39,24,0.00,0.14,0.14,0.00,0.14,0.01,0.02,0.03,0.01,0.03,Matches
64,Bradley Burrowes,eng ENG,DF,Aston Villa,17-312,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
65,Sam Byram,eng ENG,DF,Leeds United,32-116,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66,Moisés Caicedo,ec ECU,MF,Chelsea,24-069,2001,16,15,1342,14.9,3,1,4,3,0,0,5,1,0.9,0.9,1.1,2.0,11,91,13,0.20,0.07,0.27,0.20,0.27,0.06,0.08,0.13,0.06,0.13,Matches
67,Tom Cairney,sct SCO,MF,Fulham,34-355,1991,13,3,408,4.5,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,5,36,6,0.22,0.00,0.22,0.22,0.22,0.14,0.03,0.16,0.14,0.16,Matches
68,Riccardo Calafiori,it ITA,DF,Arsenal,23-236,2002,16,16,1255,13.9,1,2,3,1,0,0,5,0,2.5,2.5,0.5,3.0,23,48,56,0.07,0.14,0.22,0.07,0.22,0.18,0.04,0.21,0.18,0.21,Matches
69,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,28-300,1997,19,14,1311,14.6,9,1,10,7,2,2,1,0,8.1,6.5,1.3,7.8,9,16,66,0.62,0.07,0.69,0.48,0.55,0.55,0.09,0.64,0.44,0.53,Matches
70,Jaydee Canvot,fr FRA,DF,Crystal Palace,19-165,2006,8,2,293,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,10,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
71,Fabio Carvalho,pt POR,"FW,MF",Brentford,23-133,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,2,2,6,0.88,0.00,0.88,0.88,0.88,0.62,0.00,0.62,0.62,0.62,Matches
72,Casemiro,br BRA,MF,Manchester Utd,33-321,1992,19,18,1301,14.5,4,1,5,4,0,0,7,1,3.1,3.1,2.0,5.1,10,77,24,0.28,0.07,0.35,0.28,0.35,0.21,0.14,0.35,0.21,0.35,Matches
73,Matty Cash,pl POL,DF,Aston Villa,28-156,1997,20,20,1770,19.7,3,2,5,3,0,0,5,0,0.7,0.7,1.8,2.5,27,68,86,0.15,0.10,0.25,0.15,0.25,0.04,0.09,0.13,0.04,0.13,Matches
74,Timothy Castagne,be BEL,"DF,FW",Fulham,30-036,1995,16,8,769,8.5,0,0,0,0,0,0,2,0,0.9,0.9,0.5,1.3,13,22,51,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.16,0.10,0.16,Matches
75,Valentín Castellanos,ar ARG,FW,West Ham,27-099,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,1,3,0.00,0.00,0.00,0.00,0.00,0.40,0.05,0.45,0.40,0.45,Matches
76,Trevoh Chalobah,eng ENG,DF,Chelsea,26-189,1999,20,20,1740,19.3,3,0,3,3,0,0,3,1,1.1,1.1,0.1,1.2,15,54,3,0.16,0.00,0.16,0.16,0.16,0.06,0.01,0.06,0.06,0.06,Matches
77,Rayan Cherki,fr FRA,"MF,FW",Manchester City,22-146,2003,16,10,840,9.3,2,7,9,2,0,0,1,0,1.7,1.7,5.7,7.3,56,58,92,0.21,0.75,0.96,0.21,0.96,0.18,0.61,0.79,0.18,0.79,Matches
78,Federico Chiesa,it ITA,"FW,MF",Liverpool,28-077,1997,15,1,240,2.7,2,1,3,2,0,0,2,0,1.2,1.2,1.3,2.5,8,11,27,0.75,0.37,1.13,0.75,1.13,0.46,0.47,0.94,0.46,0.94,Matches
79,Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,22-091,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Ryan Christie,sct SCO,MF,Bournemouth,30-322,1995,11,1,296,3.3,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,8,25,9,0.30,0.00,0.30,0.30,0.30,0.35,0.02,0.37,0.35,0.37,Matches
81,Samuel Chukwueze,ng NGA,FW,Fulham,26-233,1999,9,3,398,4.4,2,4,6,2,0,0,0,0,1.0,1.0,1.7,2.7,19,18,44,0.45,0.90,1.36,0.45,1.36,0.23,0.39,0.61,0.23,0.61,Matches
82,Dennis Cirkin,eng ENG,DF,Sunderland,23-279,2002,4,3,250,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
83,Nathaniel Clyne,eng ENG,DF,Crystal Palace,34-280,1991,7,6,418,4.6,0,1,1,0,0,0,0,0,0.5,0.5,1.1,1.6,8,11,30,0.00,0.22,0.22,0.00,0.22,0.10,0.25,0.35,0.10,0.35,Matches
84,Séamus Coleman,ie IRL,"DF,FW",Everton,37-091,1988,3,1,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
85,Nathan Collins,ie IRL,DF,Brentford,24-255,2001,21,20,1817,20.2,1,2,3,1,0,0,4,0,1.5,1.5,1.7,3.2,12,55,5,0.05,0.10,0.15,0.05,0.15,0.07,0.08,0.16,0.07,0.16,Matches
86,Lewis Cook,eng ENG,"MF,DF",Bournemouth,28-341,1997,11,4,501,5.6,0,1,1,0,0,0,1,1,0.1,0.1,0.3,0.3,16,34,10,0.00,0.18,0.18,0.00,0.18,0.01,0.05,0.06,0.01,0.06,Matches
87,Diego Coppola,it ITA,DF,Brighton,22-013,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Marc Cucurella,es ESP,DF,Chelsea,27-172,1998,19,18,1525,16.9,0,2,2,0,0,0,3,1,0.6,0.6,1.7,2.3,26,78,49,0.00,0.12,0.12,0.00,0.12,0.03,0.10,0.14,0.03,0.14,Matches
89,Jorge Cuenca,es ESP,DF,Fulham,26-054,1999,8,7,574,6.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
90,Josh Cullen,ie IRL,MF,Burnley,29-278,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,0.9,0.9,2.1,3.0,7,68,11,0.12,0.12,0.24,0.12,0.24,0.05,0.12,0.18,0.05,0.18,Matches
91,Jair Cunha,br BRA,DF,Nott'ham Forest,20-309,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
92,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,26-228,1999,18,16,1372,15.2,4,1,5,4,0,0,1,0,5.1,5.1,1.5,6.6,54,57,78,0.26,0.07,0.33,0.26,0.33,0.33,0.10,0.43,0.33,0.43,Matches
93,Diogo Dalot,pt POR,DF,Manchester Utd,26-298,1999,19,16,1407,15.6,1,2,3,1,0,0,2,0,1.3,1.3,2.3,3.6,28,51,93,0.06,0.13,0.19,0.06,0.19,0.08,0.15,0.23,0.08,0.23,Matches
94,Mikkel Damsgaard,dk DEN,MF,Brentford,25-191,2000,18,13,1166,13.0,1,3,4,1,0,0,0,0,1.1,1.1,3.6,4.7,23,65,58,0.08,0.23,0.31,0.08,0.31,0.09,0.28,0.36,0.09,0.36,Matches
95,Kevin Danso,at AUT,DF,Tottenham,27-113,1998,12,7,585,6.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,4,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
96,Karl Darlow,wls WAL,GK,Leeds United,35-094,1990,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
97,Ben Davies,wls WAL,DF,Tottenham,32-261,1993,2,1,119,1.3,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,2,3,0,0.76,0.00,0.76,0.76,0.76,0.37,0.04,0.41,0.37,0.41,Matches
98,Maxim De Cuyper,be BEL,"DF,FW",Brighton,25-019,2000,18,12,979,10.9,2,0,2,2,0,0,2,0,1.5,1.5,1.6,3.1,16,46,57,0.18,0.00,0.18,0.18,0.18,0.14,0.15,0.29,0.14,0.29,Matches
