Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
395,Robert Sánchez,es ESP,GK,Chelsea,28-053,1997,20,20,1714,19.0,0,1,1,0,0,0,2,1,0.0,0.0,0.8,0.8,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.04,0.04,0.00,0.04,Matches
396,Jadon Sancho,eng ENG,FW,Aston Villa,25-291,2000,11,2,311,3.5,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,10,16,37,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.25,0.11,0.25,Matches
397,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,28-039,1997,13,11,865,9.6,2,2,4,2,0,0,2,0,0.7,0.7,0.9,1.7,10,58,5,0.21,0.21,0.42,0.21,0.42,0.08,0.10,0.17,0.08,0.17,Matches
398,Andrey Santos,br BRA,MF,Chelsea,21-252,2004,15,5,520,5.8,0,0,0,0,0,0,3,0,1.7,1.7,0.2,1.9,6,29,14,0.00,0.00,0.00,0.00,0.00,0.29,0.04,0.33,0.29,0.33,Matches
399,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-319,1998,12,12,1008,11.2,3,1,4,3,0,0,1,0,4.1,4.1,1.0,5.1,31,31,57,0.27,0.09,0.36,0.27,0.36,0.36,0.09,0.45,0.36,0.45,Matches
400,Sávio,br BRA,"MF,FW",Manchester City,21-275,2004,15,5,541,6.0,0,1,1,0,0,0,1,0,1.0,1.0,0.7,1.7,50,11,60,0.00,0.17,0.17,0.00,0.17,0.17,0.12,0.29,0.17,0.29,Matches
401,Nicolò Savona,it ITA,DF,Nott'ham Forest,22-297,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,1.3,1.3,0.4,1.8,11,30,37,0.18,0.00,0.18,0.18,0.18,0.12,0.04,0.16,0.12,0.16,Matches
402,Oliver Scarles,eng ENG,DF,West Ham,20-029,2005,7,7,464,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,13,21,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,Matches
403,Dane Scarlett,eng ENG,FW,Tottenham,21-292,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
404,Kevin Schade,de GER,FW,Brentford,24-044,2001,20,19,1645,18.3,6,3,9,6,0,1,5,0,7.5,6.7,2.6,9.3,35,31,77,0.33,0.16,0.49,0.33,0.49,0.41,0.14,0.55,0.37,0.51,Matches
405,Fabian Schär,ch SUI,DF,Newcastle Utd,34-021,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.2,6,49,8,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.10,0.08,0.10,Matches
406,Alex Scott,eng ENG,MF,Bournemouth,22-142,2003,21,18,1410,15.7,1,0,1,1,0,0,2,0,1.3,1.3,1.3,2.5,31,50,28,0.06,0.00,0.06,0.06,0.06,0.08,0.08,0.16,0.08,0.16,Matches
407,Jenson Seelt,nl NED,DF,Sunderland,22-232,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
408,Matz Sels,be BEL,GK,Nott'ham Forest,33-318,1992,17,16,1453,16.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
409,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,26-003,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,6.7,5.1,2.1,7.2,73,68,126,0.50,0.15,0.65,0.45,0.60,0.34,0.11,0.44,0.26,0.36,Matches
410,Marcos Senesi,ar ARG,DF,Bournemouth,28-245,1997,20,20,1758,19.5,0,4,4,0,0,0,6,0,0.6,0.6,2.9,3.5,15,126,11,0.00,0.20,0.20,0.00,0.20,0.03,0.15,0.18,0.03,0.18,Matches
411,Benjamin Šeško,si SVN,FW,Manchester Utd,22-224,2003,17,11,1044,11.6,4,1,5,4,0,0,1,0,5.0,5.0,0.4,5.4,8,13,56,0.34,0.09,0.43,0.34,0.43,0.43,0.03,0.47,0.43,0.47,Matches
412,Ryan Sessegnon,eng ENG,DF,Fulham,25-237,2000,14,13,1124,12.5,2,0,2,2,0,0,0,0,0.9,0.9,1.2,2.1,29,43,62,0.16,0.00,0.16,0.16,0.16,0.07,0.10,0.17,0.07,0.17,Matches
413,Luke Shaw,eng ENG,DF,Manchester Utd,30-182,1995,21,21,1817,20.2,0,1,1,0,0,0,3,0,0.1,0.1,0.8,0.9,39,90,32,0.00,0.05,0.05,0.00,0.05,0.00,0.04,0.05,0.00,0.05,Matches
414,Bernardo Silva,pt POR,MF,Manchester City,31-153,1994,21,17,1496,16.6,0,2,2,0,0,0,5,0,0.6,0.6,2.3,2.9,43,77,75,0.00,0.12,0.12,0.00,0.12,0.04,0.14,0.17,0.04,0.17,Matches
415,Jota Silva,pt POR,FW,Nott'ham Forest,26-162,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Xavi Simons,nl NED,"MF,FW",Tottenham,22-264,2003,15,10,924,10.3,1,3,4,1,0,0,2,1,0.9,0.9,1.6,2.5,34,66,47,0.10,0.29,0.39,0.10,0.39,0.09,0.15,0.24,0.09,0.24,Matches
417,Adam Smith,eng ENG,DF,Bournemouth,34-256,1991,10,8,523,5.8,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,15,9,0.00,0.17,0.17,0.00,0.17,0.00,0.07,0.07,0.00,0.07,Matches
418,Emile Smith Rowe,eng ENG,MF,Fulham,25-166,2000,21,9,914,10.2,3,0,3,3,0,0,1,0,2.9,2.9,0.5,3.4,28,68,61,0.30,0.00,0.30,0.30,0.30,0.29,0.05,0.34,0.29,0.34,Matches
419,Dominic Solanke,eng ENG,FW,Tottenham,28-118,1997,2,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.57,0.57,0.57,Matches
420,Julio Soler,ar ARG,"DF,FW",Bournemouth,20-328,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
421,Oliver Sonne,pe PER,"DF,FW",Burnley,25-061,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0,5,7,0.53,0.00,0.53,0.53,0.53,0.29,0.02,0.31,0.29,0.31,Matches
422,Borna Sosa,hr CRO,DF,Crystal Palace,27-354,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches
423,Tomáš Souček,cz CZE,"MF,FW",West Ham,30-317,1995,18,7,726,8.1,2,0,2,2,0,0,0,1,2.5,2.5,0.1,2.6,5,29,19,0.25,0.00,0.25,0.25,0.25,0.31,0.02,0.33,0.31,0.33,Matches
424,Djed Spence,eng ENG,DF,Tottenham,25-154,2000,18,16,1346,15.0,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.3,53,59,56,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08,Matches
425,Anton Stach,de GER,MF,Leeds United,27-056,1998,19,18,1530,17.0,3,2,5,3,0,0,2,0,2.1,2.1,3.8,5.9,31,84,49,0.18,0.12,0.29,0.18,0.29,0.13,0.22,0.35,0.13,0.35,Matches
426,John Stones,eng ENG,DF,Manchester City,31-227,1994,7,4,353,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
427,Jørgen Strand Larsen,no NOR,FW,Wolves,25-338,2000,19,14,1313,14.6,1,1,2,0,1,2,2,0,2.8,1.2,0.6,1.8,4,13,48,0.07,0.07,0.14,0.00,0.07,0.19,0.04,0.23,0.08,0.12,Matches
428,Pascal Struijk,nl NED,DF,Leeds United,26-152,1999,19,18,1629,18.1,0,1,1,0,0,0,3,0,2.0,2.0,0.6,2.7,6,61,6,0.00,0.06,0.06,0.00,0.06,0.11,0.03,0.15,0.11,0.15,Matches
429,Crysencio Summerville,nl NED,"FW,MF",West Ham,24-072,2001,16,14,1139,12.7,0,1,1,0,0,0,3,0,2.0,2.0,0.5,2.5,26,38,81,0.00,0.08,0.08,0.00,0.08,0.16,0.04,0.20,0.16,0.20,Matches
430,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,25-077,2000,20,20,1792,19.9,2,1,3,2,0,0,5,0,2.4,2.4,2.6,5.1,48,143,79,0.10,0.05,0.15,0.10,0.15,0.12,0.13,0.25,0.12,0.25,Matches
431,Chemsdine Talbi,ma MAR,"FW,MF",Sunderland,20-246,2005,16,9,886,9.8,2,1,3,2,0,0,0,0,1.2,1.2,0.3,1.5,24,10,55,0.20,0.10,0.30,0.20,0.30,0.12,0.03,0.15,0.12,0.15,Matches
432,Ao Tanaka,jp JPN,MF,Leeds United,27-122,1998,18,7,711,7.9,2,0,2,2,0,0,1,0,0.8,0.8,0.6,1.4,5,34,20,0.25,0.00,0.25,0.25,0.25,0.10,0.07,0.18,0.10,0.18,Matches
433,James Tarkowski,eng ENG,DF,Everton,33-052,1992,21,21,1890,21.0,0,1,1,0,0,0,4,0,1.3,1.3,1.2,2.5,8,61,8,0.00,0.05,0.05,0.00,0.05,0.06,0.06,0.12,0.06,0.12,Matches
434,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,26-294,1999,21,19,1691,18.8,4,3,7,3,1,1,3,0,4.2,3.4,2.4,5.8,54,95,109,0.21,0.16,0.37,0.16,0.32,0.22,0.13,0.35,0.18,0.31,Matches
435,Loum Tchaouna,fr FRA,"MF,FW",Burnley,22-124,2003,16,9,759,8.4,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,13,18,31,0.12,0.00,0.12,0.12,0.12,0.10,0.03,0.13,0.10,0.13,Matches
436,Jackson Tchatchoua,cm CMR,"DF,MF",Wolves,24-118,2001,20,10,1110,12.3,0,0,0,0,0,0,2,0,0.3,0.3,1.3,1.6,22,16,68,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13,Matches
437,Mathys Tel,fr FRA,FW,Tottenham,20-258,2005,14,5,470,5.2,3,0,3,3,0,0,0,0,0.6,0.6,0.1,0.8,16,5,32,0.57,0.00,0.57,0.57,0.57,0.12,0.03,0.14,0.12,0.14,Matches
438,Kenny Tete,nl NED,DF,Fulham,30-093,1995,16,16,1345,14.9,1,0,1,1,0,0,2,0,0.4,0.4,0.6,1.0,18,54,30,0.07,0.00,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07,Matches
439,Thiago,br BRA,FW,Brentford,24-198,2001,21,20,1752,19.5,16,1,17,11,5,6,4,0,12.5,7.8,3.0,10.8,16,20,81,0.82,0.05,0.87,0.57,0.62,0.64,0.15,0.80,0.40,0.55,Matches
440,Malick Thiaw,de GER,DF,Newcastle Utd,24-155,2001,18,17,1488,16.5,3,0,3,3,0,0,3,0,1.8,1.8,0.3,2.1,15,68,15,0.18,0.00,0.18,0.18,0.18,0.11,0.02,0.13,0.11,0.13,Matches
441,Youri Tielemans,be BEL,MF,Aston Villa,28-248,1997,15,13,1134,12.6,0,4,4,0,0,0,0,0,0.9,0.9,2.8,3.8,17,81,26,0.00,0.32,0.32,0.00,0.32,0.07,0.22,0.30,0.07,0.30,Matches
442,Jurriën Timber,nl NED,DF,Arsenal,24-207,2001,20,18,1641,18.2,2,3,5,2,0,0,2,0,4.0,4.0,1.1,5.0,34,105,94,0.11,0.16,0.27,0.11,0.27,0.22,0.06,0.28,0.22,0.28,Matches
443,Jean-Clair Todibo,fr FRA,DF,West Ham,26-011,1999,15,15,1250,13.9,0,1,1,0,0,0,4,0,0.0,0.0,0.3,0.4,9,35,3,0.00,0.07,0.07,0.00,0.07,0.00,0.03,0.03,0.00,0.03,Matches
444,Sandro Tonali,it ITA,MF,Newcastle Utd,25-247,2000,21,18,1428,15.9,0,1,1,0,0,0,2,0,0.7,0.7,1.9,2.5,25,106,29,0.00,0.06,0.06,0.00,0.06,0.04,0.12,0.16,0.04,0.16,Matches
445,Pau Torres,es ESP,DF,Aston Villa,28-359,1997,12,10,954,10.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,10,41,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
446,James Trafford,eng ENG,GK,Manchester City,23-092,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
447,Adama Traoré,es ESP,"FW,MF",Fulham,29-350,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,15,4,29,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
448,Bertrand Traoré,bf BFA,"FW,MF",Sunderland,30-126,1995,10,9,608,6.8,1,0,1,1,0,0,1,0,0.6,0.6,0.9,1.5,12,20,50,0.15,0.00,0.15,0.15,0.15,0.09,0.13,0.22,0.09,0.22,Matches
449,Mike Trésor,be BEL,"MF,FW",Burnley,26-227,1999,4,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
450,Kieran Trippier,eng ENG,DF,Newcastle Utd,35-113,1990,9,8,699,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,11,75,40,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
451,Leandro Trossard,be BEL,FW,Arsenal,31-037,1994,17,12,1131,12.6,5,4,9,5,0,0,1,0,4.0,4.0,2.2,6.2,39,50,127,0.40,0.32,0.72,0.40,0.72,0.32,0.18,0.49,0.32,0.49,Matches
452,Adrien Truffert,fr FRA,DF,Bournemouth,24-051,2001,21,21,1849,20.5,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.6,41,85,111,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.08,0.02,0.08,Matches
453,Axel Tuanzebe,cd COD,DF,Burnley,28-057,1997,8,8,706,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,16,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
454,Stefanos Tzimas,gr GRE,"FW,MF",Brighton,20-004,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,0.5,0.5,0.5,0.9,1,1,8,0.65,0.65,1.29,0.65,1.29,0.30,0.30,0.60,0.30,0.60,Matches
455,Christantus Uche,ng NGA,"MF,FW",Crystal Palace,22-236,2003,10,0,119,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
456,Destiny Udogie,it ITA,DF,Tottenham,23-043,2002,10,6,609,6.8,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,21,37,45,0.00,0.15,0.15,0.00,0.15,0.02,0.06,0.08,0.02,0.08,Matches
457,Manuel Ugarte,uy URU,MF,Manchester Utd,24-274,2001,15,7,727,8.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,11,39,7,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
458,Lesley Ugochukwu,fr FRA,MF,Burnley,21-290,2004,20,15,1286,14.3,3,0,3,3,0,0,2,1,2.1,2.1,0.3,2.4,17,39,30,0.21,0.00,0.21,0.21,0.21,0.15,0.02,0.17,0.15,0.17,Matches
459,Enes Ünal,tr TUR,"FW,MF",Bournemouth,28-245,1997,9,0,119,1.3,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,0,1,9,0.76,0.00,0.76,0.76,0.76,0.74,0.00,0.74,0.74,0.74,Matches
460,Virgil van Dijk,nl NED,DF,Liverpool,34-186,1991,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.9,0.9,0.2,1.1,20,163,13,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
461,Joël Veltman,nl NED,DF,Brighton,33-360,1992,11,6,587,6.5,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,15,28,10,0.15,0.00,0.15,0.15,0.15,0.13,0.04,0.18,0.13,0.18,Matches
462,Micky van de Ven,nl NED,DF,Tottenham,24-266,2001,20,20,1789,19.9,3,1,4,3,0,0,5,0,2.1,2.1,0.6,2.8,14,49,3,0.15,0.05,0.20,0.15,0.20,0.11,0.03,0.14,0.11,0.14,Matches
463,Bart Verbruggen,nl NED,GK,Brighton,23-145,2002,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
464,Guglielmo Vicario,it ITA,GK,Tottenham,29-095,1996,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
465,Kyle Walker,eng ENG,"DF,MF",Burnley,35-227,1990,20,20,1786,19.8,0,1,1,0,0,0,7,0,0.1,0.1,0.5,0.6,24,50,30,0.00,0.05,0.05,0.00,0.05,0.01,0.03,0.03,0.01,0.03,Matches
466,Kyle Walker-Peters,eng ENG,DF,West Ham,28-272,1997,16,10,957,10.6,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,24,41,47,0.09,0.00,0.09,0.09,0.09,0.11,0.02,0.13,0.11,0.13,Matches
467,Aaron Wan-Bissaka,cd COD,DF,West Ham,28-045,1997,12,11,1011,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.6,0.6,24,37,50,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
468,James Ward-Prowse,eng ENG,MF,West Ham,31-070,1994,5,5,413,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,1,20,8,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.23,0.03,0.23,Matches
469,Ollie Watkins,eng ENG,FW,Aston Villa,30-011,1995,21,18,1563,17.4,7,1,8,7,0,0,1,0,8.4,8.4,1.2,9.6,34,15,110,0.40,0.06,0.46,0.40,0.46,0.48,0.07,0.55,0.48,0.55,Matches
470,Tom Watson,eng ENG,FW,Brighton,19-277,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,1,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
471,Danny Welbeck,eng ENG,FW,Brighton,35-045,1990,20,12,1121,12.5,8,0,8,7,1,3,3,0,7.2,4.8,0.3,5.2,10,14,47,0.64,0.00,0.64,0.56,0.56,0.58,0.03,0.60,0.39,0.41,Matches
472,Adam Wharton,eng ENG,MF,Crystal Palace,21-338,2004,19,19,1562,17.4,0,2,2,0,0,0,2,0,1.0,1.0,3.9,4.9,22,103,16,0.00,0.12,0.12,0.00,0.12,0.06,0.23,0.28,0.06,0.28,Matches
473,Ben White,eng ENG,DF,Arsenal,28-094,1997,5,4,288,3.2,0,1,1,0,0,0,0,0,0.4,0.4,0.8,1.1,6,21,11,0.00,0.31,0.31,0.00,0.31,0.12,0.24,0.35,0.12,0.35,Matches
474,Mats Wieffer,nl NED,DF,Brighton,26-055,1999,16,13,1181,13.1,0,3,3,0,0,0,4,0,1.2,1.2,3.1,4.3,25,72,45,0.00,0.23,0.23,0.00,0.23,0.09,0.23,0.33,0.09,0.33,Matches
475,Neco Williams,wls WAL,DF,Nott'ham Forest,24-272,2001,21,21,1890,21.0,1,1,2,1,0,0,4,0,1.2,1.2,2.1,3.3,39,91,94,0.05,0.05,0.10,0.05,0.10,0.06,0.10,0.16,0.06,0.16,Matches
476,Estêvão Willian,br BRA,FW,Chelsea,18-261,2007,17,8,610,6.8,1,1,2,1,0,0,3,0,2.3,2.3,2.0,4.4,31,17,73,0.15,0.15,0.30,0.15,0.30,0.35,0.30,0.64,0.35,0.64,Matches
477,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,26-143,1999,11,2,241,2.7,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,14,11,16,0.00,0.00,0.00,0.00,0.00,0.22,0.10,0.33,0.22,0.33,Matches
478,Callum Wilson,eng ENG,FW,West Ham,33-317,1992,17,8,811,9.0,4,1,5,4,0,0,0,0,3.6,3.6,0.2,3.8,13,8,37,0.44,0.11,0.55,0.44,0.55,0.40,0.02,0.42,0.40,0.42,Matches
479,Harry Wilson,wls WAL,"FW,MF",Fulham,28-294,1997,20,18,1496,16.6,7,4,11,7,0,0,5,0,3.8,3.8,2.5,6.3,21,45,111,0.42,0.24,0.66,0.42,0.66,0.23,0.15,0.38,0.23,0.38,Matches
480,Ben Winterburn,eng ENG,MF,Bournemouth,21-128,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
481,Florian Wirtz,de GER,"MF,FW",Liverpool,22-252,2003,20,16,1405,15.6,2,1,3,2,0,0,1,0,4.1,4.1,2.3,6.4,32,101,156,0.13,0.06,0.19,0.13,0.19,0.26,0.15,0.41,0.26,0.41,Matches
482,Yoane Wissa,cd COD,FW,Newcastle Utd,29-129,1996,7,2,246,2.7,1,0,1,1,0,0,1,0,1.5,1.5,0.2,1.7,2,6,10,0.37,0.00,0.37,0.37,0.37,0.55,0.06,0.61,0.55,0.61,Matches
483,Nick Woltemade,de GER,FW,Newcastle Utd,23-330,2002,18,16,1259,14.0,7,2,9,6,1,1,0,0,6.1,5.3,1.2,6.4,5,16,59,0.50,0.14,0.64,0.43,0.57,0.43,0.08,0.52,0.38,0.46,Matches
484,Chris Wood,nz NZL,FW,Nott'ham Forest,34-034,1991,8,7,540,6.0,2,0,2,2,0,0,0,0,2.7,2.7,0.2,2.9,0,7,16,0.33,0.00,0.33,0.33,0.33,0.45,0.03,0.48,0.45,0.48,Matches
485,Joe Worrall,eng ENG,DF,Burnley,29-000,1997,6,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
486,Granit Xhaka,ch SUI,MF,Sunderland,33-105,1992,21,21,1872,20.8,1,5,6,1,0,0,4,0,0.6,0.6,2.0,2.6,20,127,19,0.05,0.24,0.29,0.05,0.29,0.03,0.10,0.13,0.03,0.13,Matches
487,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-315,2004,21,19,1567,17.4,1,2,3,1,0,0,4,0,0.9,0.9,1.3,2.2,18,68,24,0.06,0.11,0.17,0.06,0.17,0.05,0.07,0.12,0.05,0.12,Matches
488,Ryan Yates,eng ENG,MF,Nott'ham Forest,28-050,1997,11,1,307,3.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.2,1,16,3,0.00,0.29,0.29,0.00,0.29,0.01,0.04,0.05,0.01,0.05,Matches
489,Leny Yoro,fr FRA,DF,Manchester Utd,20-058,2005,21,12,1141,12.7,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,14,58,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06,Matches
490,Oleksandr Zinchenko,ua UKR,DF,Nott'ham Forest,29-026,1996,5,4,353,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,12,41,14,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,Matches
491,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,24-233,2001,14,4,490,5.4,2,1,3,2,0,0,1,0,1.9,1.9,0.9,2.8,3,16,27,0.37,0.18,0.55,0.37,0.55,0.36,0.17,0.52,0.36,0.52,Matches
492,Martín Zubimendi,es ESP,MF,Arsenal,26-342,1999,21,20,1769,19.7,3,1,4,3,0,0,4,0,1.9,1.9,1.1,2.9,29,118,25,0.15,0.05,0.20,0.15,0.20,0.10,0.05,0.15,0.10,0.15,Matches
493,Martin Ødegaard,no NOR,MF,Arsenal,27-024,1998,15,11,874,9.7,1,3,4,1,0,0,0,0,0.9,0.9,2.4,3.3,27,102,27,0.10,0.31,0.41,0.10,0.41,0.09,0.25,0.33,0.09,0.33,Matches
